2025-03-05 18:30:20,614 : Reading attribute AlarmList value = ['24/02/25 15:06:40 -  - Controller - Direct beam allowed'] : OK
2025-03-05 18:30:20,615 : Reading attribute AlignmentTablePosition value = ALIGNED                                   : OK
2025-03-05 18:30:20,615 : Reading attribute AlignmentXPosition value = 0.0                                           : OK
2025-03-05 18:30:20,616 : Reading attribute AlignmentXPrecision value = 4                                            : OK
2025-03-05 18:30:20,616 : Reading attribute AlignmentXState value = Ready                                            : OK
2025-03-05 18:30:20,617 : Reading attribute AlignmentYPosition value = -0.33833                                      : OK
2025-03-05 18:30:20,617 : Reading attribute AlignmentYPrecision value = 5                                            : OK
2025-03-05 18:30:20,618 : Reading attribute AlignmentYState value = Ready                                            : OK
2025-03-05 18:30:20,618 : Reading attribute AlignmentZPosition value = 0.189714                                      : OK
2025-03-05 18:30:20,618 : Reading attribute AlignmentZPrecision value = 6                                            : OK
2025-03-05 18:30:20,619 : Reading attribute AlignmentZState value = Ready                                            : OK
2025-03-05 18:30:20,619 : Reading attribute ApertureDiameters value = [5, 10, 20, 50, 100, 600]                      : OK
2025-03-05 18:30:20,620 : Reading attribute ApertureHorizontalPosition value = -0.075                                : OK
2025-03-05 18:30:20,620 : Reading attribute ApertureHorizontalPrecision value = 4                                    : OK
2025-03-05 18:30:20,621 : Reading attribute ApertureHorizontalState value = Ready                                    : OK
2025-03-05 18:30:20,621 : Reading attribute ApertureName value = Aperture Penta1                                     : OK
2025-03-05 18:30:20,621 : Reading attribute AperturePosition value = BEAM                                            : OK
2025-03-05 18:30:20,622 : Reading attribute ApertureVerticalPosition value = -5.0245                                 : OK
2025-03-05 18:30:20,623 : Reading attribute ApertureVerticalPrecision value = 4                                      : OK
2025-03-05 18:30:20,623 : Reading attribute ApertureVerticalState value = Ready                                      : OK
2025-03-05 18:30:20,624 : Reading attribute AperturesList value = ['Canon', 'Five', 'Penta1', 'Single', 'Aperture']  : OK
2025-03-05 18:30:20,651 : Reading attribute BackLightFactor value = 1.0                                              : OK
2025-03-05 18:30:20,656 : Reading attribute BackLightIsOn value = True                                               : OK
2025-03-05 18:30:20,657 : Reading attribute BackLightLevel value = 8.0                                               : OK
2025-03-05 18:30:20,657 : Reading attribute BeamPositionHorizontal value = 611.0                                     : OK
2025-03-05 18:30:20,658 : Reading attribute BeamPositionVertical value = 512.0                                       : OK
2025-03-05 18:30:20,658 : Reading attribute BeamShapeEllipse value = True                                            : OK
2025-03-05 18:30:20,659 : Reading attribute BeamSizeHorizontal value = 30.0                                          : OK
2025-03-05 18:30:20,659 : Reading attribute BeamSizeMicrons value = [30.0, 10.0]                                     : OK
2025-03-05 18:30:20,660 : Reading attribute BeamSizeVertical value = 10.0                                            : OK
2025-03-05 18:30:20,660 : Reading attribute BeamstopDistance value = 11.11                                           : OK
2025-03-05 18:30:20,661 : Reading attribute BeamstopDistancePosition value = 42.11                                   : OK
2025-03-05 18:30:20,661 : Reading attribute BeamstopDistancePrecision value = 2                                      : OK
2025-03-05 18:30:20,662 : Reading attribute BeamstopDistanceState value = Ready                                      : OK
2025-03-05 18:30:20,662 : Reading attribute BeamstopPosition value = UNKNOWN                                         : OK
2025-03-05 18:30:20,663 : Reading attribute BeamstopXPosition value = 42.11                                          : OK
2025-03-05 18:30:20,663 : Reading attribute BeamstopXPrecision value = 2                                             : OK
2025-03-05 18:30:20,663 : Reading attribute BeamstopXState value = Ready                                             : OK
2025-03-05 18:30:20,664 : Reading attribute BeamstopYPosition value = -0.18                                          : OK
2025-03-05 18:30:20,664 : Reading attribute BeamstopYPrecision value = 2                                             : OK
2025-03-05 18:30:20,665 : Reading attribute BeamstopYState value = Ready                                             : OK
2025-03-05 18:30:20,665 : Reading attribute BeamstopZPosition value = 0.17                                           : OK
2025-03-05 18:30:20,666 : Reading attribute BeamstopZPrecision value = 2                                             : OK
